image_url;A;B;C;doubleAgreement;tripleAgreement
IMG_00770.png;[(187, 291), (382, 274), (669, 375), (998, 150), (871, 107), (948, 241), (952, 300), (917, 390), (849, 462), (834, 583), (644, 701), (600, 595), (639, 567), (211, 685), (32, 664), (74, 264)];[(206, 291), (834, 596), (666, 682), (350, 278), (950, 318), (1003, 156), (883, 113), (694, 331)];[(816, 588), (859, 434), (348, 300), (171, 298), (678, 687), (585, 607), (241, 698), (376, 407), (961, 307), (906, 404), (876, 119), (76, 670)];[(188, 293), (1001, 153), (877, 114), (955, 309), (912, 397), (854, 448), (829, 590), (664, 688), (593, 601), (349, 289)];[(877, 113), (955, 309), (828, 589)]
IMG_00771.png;[(172, 546), (247, 702), (85, 182), (180, 75), (373, 54), (464, 135), (499, 94), (502, 263), (615, 475), (623, 260), (742, 238), (767, 77), (964, 119), (787, 362), (375, 409), (192, 453)];[(158, 65), (610, 268), (508, 80), (519, 690), (766, 232), (970, 116)];[(600, 268), (785, 231), (761, 410), (623, 487), (174, 566)];[(173, 556), (169, 70), (504, 87), (619, 481), (612, 266), (766, 234), (967, 118)];[(611, 266)]
IMG_00772.png;[(147, 52), (604, 163), (736, 195), (713, 380), (984, 346), (584, 358), (407, 334), (313, 198), (400, 106), (224, 104), (408, 421)];[(31, 73), (141, 47), (551, 178), (754, 183), (964, 27), (973, 360), (828, 528), (400, 231)];[(779, 182), (547, 187), (840, 525), (232, 128), (147, 50), (556, 19), (493, 426), (510, 519), (525, 338)];[(146, 51), (756, 186), (979, 353), (228, 116), (549, 183), (834, 527)];[(145, 50)]
IMG_00773.png;[(228, 125), (52, 83), (619, 267), (733, 22), (883, 323)];[(204, 576), (29, 76), (463, 160), (730, 31), (609, 272), (210, 151), (983, 465)];[(221, 143), (646, 280)];[(221, 141), (41, 80), (623, 272), (732, 27)];[]
IMG_00774.png;[(393, 392), (694, 292), (896, 257), (978, 190), (537, 152), (469, 57), (828, 723), (849, 547), (414, 543), (358, 737), (29, 593), (538, 372)];[(511, 146), (460, 62), (85, 335), (39, 602), (393, 556), (833, 672), (703, 741), (578, 755), (369, 743), (854, 580), (380, 397)];[(467, 70), (397, 398), (970, 173), (709, 273), (537, 365), (185, 345), (401, 556), (824, 658), (819, 543)];[(391, 397), (702, 283), (974, 182), (524, 149), (466, 64), (403, 552), (364, 740), (34, 598), (538, 369), (829, 665)];[(390, 396), (466, 63), (403, 552)]
IMG_00775.png;[(406, 398), (358, 193), (169, 91), (48, 486), (282, 374), (329, 554), (142, 700), (428, 667), (653, 746), (558, 552), (754, 477), (959, 466), (733, 319), (711, 99), (558, 156), (760, 10), (835, 55), (969, 24), (921, 149)];[(685, 121), (778, 276), (741, 490), (389, 411), (123, 730), (328, 551), (26, 467), (698, 741), (973, 451), (923, 125), (954, 12), (831, 46), (713, 23), (339, 198), (271, 345)];[(786, 274), (731, 491), (371, 414), (330, 185), (538, 133), (700, 109), (830, 39), (955, 130), (426, 639), (551, 556), (154, 673), (266, 340), (320, 551)];[(389, 409), (343, 193), (37, 477), (326, 553), (148, 687), (427, 653), (555, 554), (743, 487), (966, 459), (700, 110), (833, 47), (962, 18), (922, 137), (782, 275), (269, 343)];[(343, 192), (326, 552), (742, 486), (832, 47)]
IMG_00776.png;[(91, 371), (65, 153), (332, 154), (346, 93), (694, 107), (787, 69), (750, 264), (829, 438), (814, 673), (954, 732), (586, 547), (561, 321), (345, 373), (379, 578), (465, 599), (456, 690), (173, 680), (125, 534), (20, 569), (93, 239)];[(768, 257), (813, 451), (460, 611), (423, 577), (349, 592), (134, 565), (158, 663), (28, 568), (76, 380), (44, 168), (339, 78), (358, 130), (694, 71), (820, 46), (818, 706), (589, 560), (328, 421), (539, 288), (994, 723), (94, 251)];[(550, 295), (602, 549), (338, 431), (355, 595), (439, 566), (462, 630), (77, 380), (141, 562), (162, 667), (40, 161), (105, 260), (342, 78), (313, 139), (823, 456), (775, 239), (847, 657)];[(82, 378), (50, 162), (323, 147), (343, 83), (766, 255), (823, 449), (593, 553), (551, 300), (359, 591), (462, 613), (165, 671), (24, 569), (98, 251), (431, 572), (138, 564), (333, 426)];[(82, 377), (50, 161), (343, 83), (822, 449), (593, 552), (165, 670), (98, 250)]
IMG_00777.png;[(705, 147), (798, 46), (830, 220), (753, 274), (993, 88), (813, 481), (694, 694), (964, 621), (838, 637), (652, 362)];[(751, 261), (836, 493), (698, 687), (656, 357), (618, 367), (976, 103), (1010, 272)];[(836, 515), (760, 247), (672, 351), (726, 419), (727, 140), (497, 629)];[(716, 144), (755, 261), (985, 96), (832, 496), (696, 691), (661, 357)];[(755, 261), (660, 357)]
IMG_00778.png;[(98, 316), (318, 42), (723, 388), (402, 477), (153, 509), (483, 709), (550, 631), (983, 195), (803, 166)];[(394, 500), (131, 496), (63, 317), (746, 168), (630, 277), (484, 711), (549, 642), (990, 117)];[(440, 507), (131, 511), (770, 164), (637, 270), (520, 724), (556, 647), (382, 127)];[(398, 489), (139, 506), (484, 710), (552, 641), (758, 166), (634, 274)];[(139, 506), (552, 640)]
IMG_00779.png;[(269, 586), (415, 574), (747, 726), (777, 446), (869, 259), (605, 250), (295, 162), (283, 76), (147, 363), (132, 694)];[(425, 592), (275, 407), (150, 372), (299, 177), (763, 490), (788, 732), (829, 328), (588, 185), (1010, 301)];[(600, 202), (297, 157), (415, 572), (271, 552), (261, 409), (134, 355), (899, 239), (905, 371), (767, 475), (135, 662)];[(418, 579), (298, 166), (144, 364), (268, 408), (765, 483), (594, 194)];[(419, 580), (297, 166), (144, 364)]
IMG_00780.png;[(97, 218), (295, 35), (507, 121), (781, 94), (965, 451), (945, 722), (883, 583), (833, 476), (712, 630), (568, 708), (373, 658), (569, 215)];[(69, 248), (139, 261), (295, 52), (584, 693), (876, 567), (816, 462), (973, 711), (364, 668), (810, 102), (731, 303), (571, 198), (383, 153)];[(105, 229), (819, 471), (885, 560), (590, 697), (355, 666), (722, 309), (809, 90), (568, 207), (376, 165), (955, 703)];[(101, 224), (295, 44), (804, 94), (957, 710), (882, 571), (823, 471), (581, 700), (365, 665), (570, 207), (727, 306), (380, 159)];[(882, 570), (823, 470), (581, 700), (364, 664), (570, 207)]
IMG_00781.png;[(33, 91), (239, 129), (467, 145), (770, 27), (779, 320), (973, 445), (505, 570), (337, 552)];[(750, 20), (615, 261), (468, 157), (31, 77), (986, 460), (321, 552), (513, 572), (209, 147)];[(464, 162), (217, 128), (330, 554), (631, 265), (991, 454)];[(32, 84), (221, 133), (467, 156), (760, 24), (984, 454), (509, 571), (330, 553), (623, 263)];[(467, 155), (984, 453), (330, 553)]
IMG_00782.png;[(721, 270), (467, 76), (531, 148), (829, 562), (646, 629), (387, 546), (64, 576), (377, 737)];[(378, 397), (831, 662), (825, 748), (706, 742), (385, 740), (38, 601), (30, 240), (178, 336), (516, 141), (465, 62), (706, 286), (855, 581)];[(83, 306), (394, 566), (266, 530), (901, 244)];[(714, 278), (466, 69), (524, 145), (391, 556), (381, 739)];[]
IMG_00783.png;[(382, 424), (336, 220), (518, 141), (663, 116), (860, 42), (950, 32), (937, 150), (755, 270), (761, 494), (669, 734), (516, 588), (426, 643), (114, 696), (258, 347)];[(389, 418), (684, 118), (821, 51), (941, 25), (928, 127), (745, 487), (770, 278), (338, 195), (319, 541), (120, 733), (695, 740), (536, 573), (430, 638), (969, 447), (264, 335)];[(811, 472), (371, 434), (341, 185), (759, 281), (705, 116), (539, 160), (905, 131), (554, 567), (427, 644), (321, 546), (83, 749), (269, 330), (983, 308)];[(381, 426), (339, 199), (529, 151), (684, 118), (946, 29), (926, 134), (762, 277), (753, 491), (682, 737), (536, 575), (428, 643), (264, 338), (320, 544)];[(381, 426), (762, 277), (428, 642), (264, 338)]
IMG_00784.png;[(71, 372), (97, 252), (290, 146), (315, 58), (631, 93), (850, 93), (794, 264), (818, 433), (815, 683), (583, 568), (556, 304), (346, 390), (398, 638), (444, 580), (105, 573)];[(763, 258), (815, 458), (831, 38), (679, 62), (84, 360), (35, 161), (335, 75), (335, 407), (538, 285), (465, 607), (349, 592), (135, 561), (460, 753), (809, 721)];[(831, 420), (541, 295), (336, 395), (79, 363), (350, 126), (348, 80), (355, 640), (602, 550), (786, 261)];[(79, 366), (334, 73), (783, 261), (821, 436), (593, 559), (546, 295), (340, 398)];[(78, 365), (545, 295), (339, 398)]
IMG_00785.png;[(815, 688), (406, 481)];[(353, 435), (309, 506), (429, 505), (829, 675)];[(303, 506), (351, 439), (424, 509)];[(822, 682), (352, 437), (306, 506), (427, 507)];[]
IMG_00786.png;[(207, 57), (382, 102), (659, 151), (912, 722)];[(213, 88), (408, 101), (495, 56), (678, 155), (621, 152), (893, 715)];[(516, 73), (670, 160), (885, 716), (246, 105), (399, 100)];[(397, 102), (670, 156), (897, 718), (506, 65)];[(397, 101), (669, 156), (897, 718)]
IMG_00787.png;[(693, 463), (715, 168), (907, 137), (828, 318), (949, 262), (940, 452), (965, 382), (946, 564), (986, 628), (660, 604), (869, 706), (446, 504), (480, 106), (622, 235)];[(808, 295), (963, 387), (743, 466), (939, 546), (989, 627), (844, 677), (734, 197), (915, 123), (938, 255)];[(802, 295), (714, 191), (911, 106), (921, 269), (976, 390), (731, 469), (947, 528), (654, 592), (526, 334)];[(719, 188), (913, 123), (937, 263), (969, 387), (943, 546), (988, 628), (657, 598), (805, 295), (737, 468)];[(936, 262), (968, 387)]
IMG_00788.png;[(68, 543), (212, 369), (408, 204), (227, 278), (43, 74), (664, 583), (751, 707), (810, 615), (461, 748), (264, 674), (232, 524), (355, 424), (453, 531), (526, 625), (624, 449)];[(233, 286), (186, 386), (459, 531), (540, 555), (659, 587), (496, 620), (441, 728), (285, 663), (254, 535), (334, 452), (388, 370), (405, 231), (55, 88), (366, 110), (88, 556), (141, 542), (186, 605), (776, 701), (803, 623), (831, 551), (604, 435), (706, 413), (474, 283)];[(461, 519), (532, 560), (660, 609), (782, 709), (799, 630), (215, 627), (240, 551), (344, 439), (187, 394), (248, 282), (407, 229), (704, 374), (35, 69), (61, 83), (608, 440), (89, 548), (446, 711)];[(83, 550), (407, 223), (237, 283), (49, 80), (662, 594), (772, 705), (805, 624), (447, 729), (275, 669), (243, 537), (345, 439), (458, 528), (613, 442), (187, 390), (536, 558)];[(82, 549), (407, 222), (236, 282), (45, 77), (53, 82), (661, 593), (804, 623), (242, 537), (458, 527), (612, 442)]
IMG_00789.png;[(261, 513), (92, 179), (156, 206), (308, 253), (473, 191), (487, 126), (564, 161), (739, 214), (726, 38), (924, 348), (806, 720), (902, 716), (665, 736)];[(259, 512), (456, 196), (491, 113), (243, 28), (186, 193), (780, 730), (668, 733), (886, 723), (774, 417), (706, 23)];[(788, 396), (542, 116), (491, 120), (441, 209), (189, 205), (670, 591), (241, 496), (905, 715)];[(255, 508), (457, 199), (491, 120), (716, 31), (793, 725), (899, 718), (667, 735), (188, 199), (781, 407)];[(254, 507), (490, 120), (898, 718)]
IMG_00790.png;[(65, 486), (87, 165), (228, 84), (305, 593), (641, 454)];[(45, 515), (50, 290), (91, 157), (318, 568), (549, 645), (356, 378), (355, 152), (235, 68)];[(336, 576), (323, 574), (354, 387), (656, 427)];[(89, 161), (232, 76), (320, 577), (355, 383)];[(316, 579)]
IMG_00791.png;[(114, 570), (268, 730), (847, 476), (886, 725), (901, 149), (819, 56)];[(113, 548), (304, 747), (831, 466), (934, 37), (220, 366), (963, 631), (558, 728), (51, 353)];[(834, 432), (898, 176), (74, 530), (743, 434), (796, 580), (968, 649), (622, 572)];[(114, 559), (839, 471), (900, 163), (966, 640)];[]
IMG_00792.png;[(102, 235), (184, 600), (218, 41)];[(76, 230), (210, 43), (54, 437), (196, 511), (191, 611)];[(102, 229), (200, 72), (188, 501), (291, 165)];[(94, 232), (188, 606), (214, 42), (192, 506)];[(94, 232)]
IMG_00793.png;[(329, 420)];[(351, 440), (828, 680)];[(349, 435), (314, 502), (430, 501)];[(344, 432)];[(343, 432)]
IMG_00794.png;[(303, 126), (438, 97), (686, 152), (915, 715)];[(900, 713), (676, 153), (399, 106), (184, 53)];[(855, 707), (723, 311), (417, 99)];[(418, 101), (681, 153), (908, 714)];[]
IMG_00795.png;[(727, 201), (891, 113), (830, 289), (931, 253), (948, 393), (969, 584), (721, 448), (863, 692), (485, 518)];[(745, 462), (964, 390), (809, 291), (910, 122), (951, 552), (989, 626), (868, 687), (720, 196)];[(713, 481), (800, 307), (961, 410), (950, 575), (928, 114), (727, 197)];[(726, 199), (910, 119), (812, 295), (958, 399), (955, 573), (733, 455), (866, 690)];[(725, 198), (958, 398)]
IMG_00796.png;[(437, 742), (275, 679), (508, 607), (711, 589), (770, 716), (312, 446), (162, 381), (94, 562), (409, 231), (56, 83)];[(458, 527), (539, 553), (494, 625), (441, 731), (280, 672), (94, 548), (191, 387), (231, 291), (55, 83), (659, 596), (748, 700), (406, 231), (605, 437), (330, 455)];[(548, 554), (676, 591), (239, 638), (340, 449), (192, 392), (252, 268), (55, 87), (839, 550), (601, 434), (706, 371), (433, 216)];[(439, 737), (278, 676), (501, 616), (759, 708), (328, 451), (186, 387), (94, 555), (414, 228), (56, 85), (544, 554), (668, 594), (603, 436)];[(328, 450), (56, 85)]
IMG_00737.png;[(88, 228), (383, 185), (258, 155), (314, 18), (53, 488), (393, 518), (546, 491), (541, 578), (454, 656), (530, 669), (786, 654), (886, 513), (666, 557), (1001, 278), (989, 158), (484, 309), (795, 128)];[(46, 391), (159, 138), (73, 135), (323, 26), (251, 162), (365, 186), (653, 126), (793, 108), (869, 62), (966, 93), (851, 480), (878, 576), (788, 651), (536, 673), (459, 636), (534, 487), (399, 502), (128, 650), (45, 488), (395, 745), (686, 733), (883, 690), (693, 543), (485, 305), (346, 298), (828, 252), (978, 292)];[(551, 483), (354, 300), (498, 301), (797, 116), (649, 129), (371, 198), (85, 222), (252, 162), (548, 600), (539, 469), (877, 571), (848, 483), (788, 640), (461, 636), (871, 54), (958, 80), (384, 508), (280, 731), (130, 634)];[(87, 225), (374, 190), (254, 161), (319, 22), (49, 488), (393, 510), (543, 484), (545, 589), (459, 642), (533, 671), (788, 649), (990, 285), (489, 306), (796, 118), (651, 128), (870, 58), (962, 87), (850, 482), (878, 574), (129, 642), (350, 299)];[(373, 190), (254, 160), (392, 510), (544, 487), (540, 483), (458, 643), (788, 649), (489, 305), (795, 118)]
IMG_00738.png;[(108, 588), (55, 307), (113, 162), (195, 167), (308, 163), (481, 44), (630, 93), (751, 130), (825, 29), (882, 286), (953, 433), (847, 523), (768, 400), (590, 456), (429, 506), (342, 497), (246, 402), (328, 673)];[(321, 500), (118, 585), (336, 696), (454, 516), (585, 463), (756, 381), (943, 417), (861, 520), (711, 602), (874, 291), (753, 118), (644, 91), (491, 51), (844, 40), (328, 150), (185, 163), (115, 158), (53, 296)];[(737, 349), (952, 438), (861, 533), (878, 300), (769, 143), (341, 167), (180, 170), (109, 166), (310, 505), (564, 451), (458, 550), (348, 705), (85, 601), (173, 397), (337, 415), (721, 622)];[(106, 591), (54, 302), (113, 163), (187, 167), (327, 157), (486, 48), (637, 92), (758, 131), (835, 35), (879, 293), (950, 430), (857, 526), (762, 391), (580, 457), (442, 511), (324, 501), (338, 694), (716, 612)];[(113, 162), (187, 167), (758, 131), (878, 293), (950, 430), (857, 526), (580, 457)]
IMG_00739.png;[(182, 461), (226, 490), (155, 700), (376, 740), (330, 586), (525, 726), (485, 426), (424, 568), (473, 96), (261, 206), (754, 308), (975, 417), (989, 206)];[(473, 357), (696, 203), (821, 441), (955, 402), (1004, 192), (369, 712), (326, 572), (260, 508), (175, 472), (203, 346), (264, 225), (146, 706), (504, 705)];[(733, 260), (496, 401), (343, 752), (260, 504), (331, 576), (212, 331), (62, 410), (260, 202), (159, 472), (104, 716), (475, 700)];[(173, 469), (151, 703), (373, 726), (330, 579), (503, 709), (491, 414), (262, 212), (965, 410), (997, 199), (260, 506), (208, 339)];[(172, 469), (329, 578), (262, 211)]
IMG_00740.png;[(67, 297), (123, 101), (508, 289), (429, 250), (420, 376), (451, 514), (179, 570), (271, 622), (261, 527), (544, 525), (703, 516), (920, 484), (853, 83)];[(561, 502), (448, 522), (448, 438), (425, 343), (363, 397), (271, 532), (169, 567), (254, 616), (128, 745), (494, 755), (548, 671), (669, 510), (851, 476), (988, 571), (104, 108), (73, 278)];[(567, 495), (680, 521), (429, 534), (434, 356), (265, 532), (127, 580), (243, 630), (559, 697), (941, 455), (321, 295), (127, 732)];[(70, 288), (114, 105), (430, 358), (443, 524), (174, 569), (257, 623), (266, 531), (559, 506), (683, 518), (128, 739), (554, 684)];[(443, 524), (256, 623), (266, 531)]
IMG_00741.png;[(59, 526), (159, 119), (152, 404), (203, 476), (195, 596), (424, 334), (411, 153), (542, 99), (533, 189), (590, 278), (565, 638), (697, 481), (921, 709), (780, 278), (748, 83)];[(63, 548), (20, 348), (196, 445), (193, 575), (425, 340), (423, 170), (529, 212), (535, 122), (683, 150), (678, 501), (933, 735), (579, 662), (159, 111)];[(698, 485), (424, 340), (587, 282), (529, 219), (422, 168), (160, 380), (205, 440), (186, 590), (164, 91)];[(61, 537), (161, 108), (156, 392), (192, 588), (425, 339), (420, 165), (539, 111), (531, 209), (589, 280), (572, 650), (692, 490), (927, 722), (201, 443)];[(161, 107), (192, 587), (425, 338), (419, 164), (691, 489)]
IMG_00742.png;[(121, 268), (319, 88), (631, 142), (754, 42), (962, 305), (743, 282), (928, 485), (588, 672), (543, 734), (628, 437), (345, 708), (122, 515), (40, 710), (371, 426)];[(289, 125), (811, 88), (730, 61), (705, 138), (489, 352), (98, 506), (33, 690), (335, 686), (589, 655), (543, 750), (939, 475), (780, 257)];[(309, 146), (717, 144), (745, 58), (816, 107), (786, 257), (650, 404), (581, 649), (321, 478), (247, 450), (943, 482)];[(744, 56), (938, 481), (587, 659), (543, 742), (340, 697), (110, 511), (37, 700), (299, 136), (814, 98), (711, 141), (783, 257)];[(937, 481), (586, 659)]
IMG_00743.png;[(387, 387), (441, 71), (546, 381), (834, 269), (690, 79), (946, 86), (943, 566), (975, 419), (764, 760), (562, 676), (338, 496), (184, 414), (76, 491), (488, 251)];[(440, 111), (511, 268), (388, 365), (173, 423), (538, 658), (706, 530), (790, 262), (696, 128), (596, 92), (960, 81), (978, 205), (876, 407), (690, 733)];[(550, 634), (169, 413), (380, 358), (447, 99), (878, 292), (701, 530), (506, 260), (592, 98), (942, 71), (518, 421)];[(386, 371), (445, 96), (950, 80), (546, 657), (176, 418), (502, 260), (704, 530), (594, 95)];[(385, 370), (950, 80), (176, 417), (502, 260)]
IMG_00744.png;[(505, 219), (586, 107), (74, 264), (148, 513), (332, 485), (444, 561), (467, 718), (633, 353), (862, 484), (729, 659), (379, 272)];[(490, 262), (428, 517), (330, 488), (504, 683), (133, 557), (70, 272), (24, 488), (913, 461), (570, 578), (730, 655), (1003, 698), (988, 405)];[(491, 249), (408, 554), (318, 511), (148, 513), (54, 281), (513, 707), (571, 560), (732, 653), (581, 71), (981, 391)];[(67, 273), (148, 513), (327, 495), (731, 656), (491, 256), (509, 695), (571, 569), (985, 398)];[(66, 273), (327, 495), (731, 656)]
IMG_00745.png;[(100, 250), (379, 184), (319, 53), (967, 175), (815, 252), (767, 120), (510, 307), (961, 294), (870, 550), (816, 620), (711, 535), (549, 567), (409, 510), (500, 643), (584, 669), (247, 695), (190, 542), (17, 483), (138, 629)];[(371, 188), (496, 303), (540, 476), (464, 637), (884, 565), (784, 641), (533, 676), (691, 732), (796, 117), (958, 96), (330, 28), (118, 207), (54, 385), (34, 491)];[(72, 246), (250, 170), (386, 189), (491, 308), (338, 299), (868, 560), (540, 492), (472, 633), (793, 660), (815, 108)];[(86, 248), (380, 188), (325, 41), (795, 116), (500, 307), (875, 559), (477, 637), (26, 487), (540, 484), (789, 651)];[(379, 187), (499, 306), (874, 559)]
IMG_00746.png;[(337, 488), (117, 557), (67, 276), (86, 170), (197, 177), (356, 146), (498, 75), (624, 80), (750, 108), (815, 48), (876, 291), (956, 441), (850, 520), (750, 363), (626, 463), (446, 511), (321, 705)];[(105, 592), (348, 496), (336, 681), (453, 520), (598, 461), (760, 366), (940, 416), (856, 515), (874, 292), (758, 116), (643, 83), (845, 40), (494, 63), (326, 151), (110, 157), (51, 297)];[(317, 493), (773, 357), (612, 433), (451, 510), (940, 442), (849, 541), (886, 277), (767, 140), (360, 701), (97, 588), (631, 85)];[(336, 492), (59, 287), (98, 164), (496, 69), (633, 84), (759, 120), (879, 288), (946, 434), (852, 526), (762, 363), (612, 462), (451, 515), (329, 693), (101, 590)];[(633, 83), (879, 287), (946, 433), (852, 526), (761, 362), (450, 514)]
